,Filtered_Text
686,"['vanilla', 'yogurt', 'banana', 'chunks', 'mango', 'butter']"
687,"['watermelon', 'water', 'sugar', 'cubes', 'ice']"
688,"['flour', 'sugar', 'powder', 'salt', 'eggs', 'whipping', 'cream', 'butter']"
689,"['wine', 'vinegar', 'oil', 'honey', 'mayonnaise', 'celery', 'seed', 'seeds', 'salt', 'pepper', 'package', 'cabbage', 'firm', 'pieces', 'cilantro', 'onions']"
690,"['orange', 'juice', 'mango', 'chunks', 'banana', 'plain', 'yogurt', 'oats']"
691,"['mangos', 'peaches', 'dice', 'pineapple', 'tomatoes', 'onion', 'bell', 'pepper', 'yellow', 'cilantro', 'clove', 'garlic', 'jalapeno', 'juice', 'salt', 'sugar', 'water']"
692,"['mango', 'salt', 'water', '⅓', 'sugar', 'vinegar', 'raisins', 'dates', 'cinnamon', 'sticks', 'ginger', 'root', 'pepper', 'half-pint', 'canning', 'jars', 'lids', 'rings']"
693,"['vinegar', 'sugar', 'cinnamon', 'ginger', 'cloves', 'chile', 'peppers', 'kosher', 'salt', 'onions', 'raisins', 'root', 'mangos', 'almonds']"
694,"['soy', 'sauce', 'onions', 'sesame', 'oil', 'rice', 'vinegar', 'ginger', 'garlic', 'salmon', 'mango', 'cucumber', 'avocado', 'strawberries', 'seeds']"
695,"['mangoes', 'cubes', 'ice', 'vanilla', 'extract', 'sugar', '⅔', 'milk']"
696,"['salmon', 'steaks', 'oil', 'onion', 'cloves', 'tomatoes', 'sprig', 'cilantro']"
697,"['lime', 'juice', 'oil', 'pepper', 'flakes', 'cilantro', 'shallots', 'salt']"
698,"['oil', 'pepper', 'flakes', 'onion', 'piece', 'ginger', 'root', 'bell', 'ripe', 'mangoes', 'pineapple', 'brown', 'sugar', 'powder', 'apple', 'cider', 'vinegar']"
699,"['fish', 'cubes', 'limes', 'orange', 'oil', 'chile', 'pepper', 'mangoes', 'onions', 'tomatoes', 'cilantro', 'salt']"
700,"['water', 'sugar', 'packages', 'gelatin', 'pulp', 'milk']"
701,"['mangoes', 'water', 'sugar']"
702,"['water', 'packages', 'gelatin', 'puree', 'sugar', 'lemon', 'juice', 'vodka', 'chamoy', 'sauce', 'seasoning']"
703,"['peach', 'mango', 'vanilla', 'soy', 'milk', 'orange', 'juice']"
704,"['ripe', 'mangoes', 'orange', 'bell', 'pepper', 'jalapeno', 'lime', 'cilantro', 'salt', 'sweet', 'spicy', 'seafood', 'rub', 'chili', 'powder', 'salmon', 'fillets', 'oil', 'corn', 'tortillas', 'limes', 'wedges']"
705,"['mangos', 'chunks', 'pineapple', 'cider', 'vinegar', 'sugar', 'liquid', 'pectin', 'habanero', 'chiles']"
706,"['cod', 'fillets', 'lemon', 'juice', 'salt', 'pepper', 'taste', 'wine', 'vinegar', 'mayonnaise', 'sugar', 'powder', 'cabbage', 'mango', 'pineapple', 'onion', 'cilantro', 'jalapeno', 'inch', 'flour', 'tortillas']"
707,"['mango', 'water', 'rice', 'vinegar', 'clove', 'garlic', 'salt', 'brown', 'sugar', 'habanero', 'peppers', 'cornstarch']"
708,"['coconut', 'cookies', 'butter', 'cheese', 'milk', 'eggs', 'lime', 'zest', 'juice', 'extract', 'mango', 'sugar']"
709,"['butter', 'brown', 'sugar', 'lemon', 'juice', 'orange', 'water']"
710,"['cherries', 'mango', 'water', 'ice', 'cubes']"
711,"['cream', 'lemon', 'juice', 'macadamia', 'nuts', 'crumbs', 'oil', 'pepper', 'flakes', 'sea', 'bass', 'salt', 'cloves', 'virgin']"
712,"['paprika', 'powder', 'cumin', 'ginger', 'coriander', 'salt', 'pepper', 'fennel', 'seed', 'cayenne']"
713,"['mango', 'cubes', 'juice', 'lime', 'chamoy', 'chili', 'fruit', 'condiment']"
714,"['mango', 'peach', 'habanero', 'peppers', 'butter', 'cloves', 'brown', 'sugar', 'sauce', 'ginger', 'root', 'salt', 'pepper']"
715,"['avocados', 'onion', 'lime', 'salt', 'cilantro']"
716,"['virgin', 'oil', 'bell', 'pepper', 'onion', 'cilantro', 'lime', 'salt', 'honey']"
717,"['milk', 'plain', 'yogurt', 'almond', 'extract', 'mango', 'honey', 'chia', 'seeds']"
718,"['sugar', 'canola', 'oil', 'salt', 'vinegar', 'greens', 'cranberries', 'strawberries', 'onion', 'almonds']"
719,"['strawberries', 'vanilla', 'yogurt', 'juice', 'blueberries']"
720,"['mangos', 'pork', 'shoulder', 'roast', 'pepper', 'kosher', 'salt', 'chipotle', 'chile', 'powder', 'vinegar', 'water', 'honey', 'fluid', 'jigger', 'bourbon', 'whiskey', 'sauce']"
721,"['sugar', 'water', 'lime', 'juice', 'chili', 'sauce', 'chicken', 'package', 'spring', 'lettuce', 'mix']"
722,"['ice', 'fluid', 'juice', 'rum', 'liqueur', 'cream', 'coconut', 'pineapple', 'slice', 'maraschino', 'cherry']"
723,"['ham', 'pineapple', 'juice', 'brown', 'sugar']"
724,"['juice', 'orange', 'proof', 'rum', 'dark', 'lime', 'syrup', 'lemon']"
725,"['head', 'garlic', 'oil', '⅓', 'sugar', 'pineapple', 'juice', 'water', 'teriyaki', 'sauce', 'soy', 'onion', 'bourbon', 'whiskey', 'cayenne', 'pepper']"
726,"['flour', 'sugar', 'soda', 'eggs', 'pineapple', 'juice', 'vanilla', 'extract']"
727,"['juice', 'sugar', 'eggs', 'beaten', 'flour', 'salt', 'lemon', 'oil', 'package', 'di', 'pepe', 'pasta', 'oranges', 'tidbits', 'pineapple', 'container', 'miniature', 'coconut']"
728,"['spray', 'butter', 'sugar', 'maraschino', 'cherries', 'pineapple', 'package', 'cake', 'mix', '⅓', 'juice', 'oil', 'eggs', 'confectioners']"
729,"['sugar', 'cinnamon', 'pineapple', 'wedges']"
730,"['bone-in', 'ham', 'cloves', 'rings', 'syrup', 'fluid', 'beverage', 'sugar', 'jar', 'maraschino', 'cherries']"
731,"['ice', 'splash', 'grenadine', 'syrup', 'juice', 'fluid', 'jigger', 'vodka', 'maraschino', 'cherry']"
732,"['ice', 'cubes', 'pineapple', 'banana', 'chunks', 'apple', 'juice']"
733,"['margarine', 'sugar', 'eggs', 'pineapple', 'slices', 'bread']"
734,"['pineapple', 'rings', 'butter', 'honey', 'pepper', 'sauce', 'salt']"
735,"['pineapple', 'flour', 'brown', 'sugar', 'powder', 'salt', 'egg', 'butter', 'cinnamon']"
736,"['spray', 'pineapple', 'juice', 'package', 'food', 'cake', 'mix', 'container']"
737,"['sauce', 'oil', 'paprika', 'salt', 'boneless', 'skinless', 'chicken', 'breast', 'strips', 'bell', 'pepper', 'bunch', 'scallions', 'lengths', 'chunks', 'juice', 'cornstarch']"
738,"['butter', 'sugar', 'pineapple', 'maraschino', 'cherries', 'flour', 'powder', 'salt', 'eggs', 'almond', 'extract']"
739,"['ice', 'fluid', 'juice', 'brandy', 'lime', 'grenadine', 'syrup', 'triple', 'sec', 'liqueur', 'slice', 'pineapple', 'maraschino', 'cherry']"
740,"['spray', 'flour', 'butter', 'sugar', 'rings', 'jar', 'maraschino', 'cherries', 'package', 'cake', 'mix', 'vanilla', 'milk', 'oil', 'eggs']"
741,"['coconut', 'water', 'pineapple', 'stalk', 'celery', 'cucumber', 'lemon', 'bunch', 'parsley', 'inch', 'piece', 'ginger', 'root']"
742,"['beef', 'ginger', 'powder', 'pepper']"
743,"['sugar', 'butter', 'eggs', 'cinnamon', 'nutmeg', 'pineapple', 'juice', 'slices', 'bread', 'torn']"
744,"['butter', 'sugar', 'pineapple', 'jar', 'cherries', 'flour', 'powder', 'salt', 'eggs', 'milk', 'vanilla', 'extract']"
745,"['cocktail', 'chunks', 'oranges', 'package', 'miniature', 'container', 'cream']"
746,"['juice', 'cornstarch', 'sugar', 'ketchup', 'apple', 'cider', 'vinegar', 'sauce', 'pineapple', 'powder']"
747,"['water', 'jasmine', 'rice', 'curry', 'paste', 'milk', 'skinless', 'boneless', 'chicken', 'breast', 'cut', 'strips', 'shoots', 'sugar', 'sauce', 'bell', 'pepper', 'onion', 'pineapple', 'chunks']"
748,"['pineapple', 'bottle', 'vodka']"
749,"['pastry', 'inch', 'pie', 'sugar', 'cornstarch', 'pineapple', 'juice', 'lemon', 'milk']"
750,"['oil', 'boneless', 'pork', 'chops', 'sauce', 'vinegar', 'sugar', 'cornstarch', 'pineapple', 'juice']"
751,"['margarine', 'sugar', 'maraschino', 'cherries', 'package', 'cake', 'mix']"
752,"['package', 'vanilla', 'pudding', 'topping', 'round', 'food', 'cake', 'layers', 'berries']"
753,"['ham', 'water', 'sugar', 'flour', 'mustard', 'powder', 'honey', 'lemon', 'juice', 'chunks', 'jar', 'maraschino', 'cherries', 'toothpicks']"
754,"['eggs', 'sugar', 'vanilla', 'extract', 'oil', 'cinnamon', 'pineapple', 'zucchini', 'flour', 'salt', 'soda', 'powder']"
755,"['pineapple', 'onion', 'bell', 'pepper', 'jalapeno', 'cilantro', 'lime', 'juice', 'clove', 'garlic', 'sugar', 'salt']"
756,"['ham', 'pineapple', 'dark', 'brown', 'sugar', 'syrup', 'cornstarch', 'water']"
757,"['package', 'coleslaw', 'mix', 'pineapple', 'onion', 'mayonnaise', 'apple', 'cider', 'vinegar', 'sugar', 'cilantro', 'salt', 'pepper']"
758,"['flour', 'sugar', 'powder', 'salt', 'pineapple', 'egg', 'beaten', 'milk', 'butter', 'cinnamon']"
759,"['pork', 'butt', 'cubes', 'juice', 'vinegar', 'orange', 'lime', 'onion', 'cloves', 'chipotle', 'peppers', 'adobo', 'sauce', 'chili', 'powder', 'cumin', 'salt', 'pepper', 'package', 'achiote', 'oil', 'chunks', 'inch', 'flour', 'tortillas', 'salsa', 'avocado', 'cilantro', 'wedges']"
760,"['pineapple', 'sugar', 'cornstarch', 'water', 'eggs', 'vanilla', 'extract', 'butter', 'cinnamon']"
761,"['flour', 'powder', 'salt', 'pepper', 'skinless', 'boneless', 'chicken', 'breast', 'halves', 'cubes', 'oil', 'celery', 'ribs', 'bell', 'peppers', 'onion', 'ketchup', 'lemon', 'juice', 'pineapple', 'syrup', 'sugar']"
762,"['package', 'cream', 'cheese', 'pineapple', 'juice', 'onion', 'powder', 'cloves']"
763,"['margarine', 'eggs', 'package', 'cake', 'mix', 'pineapple', 'juice', 'pecans']"
764,"['skinless', 'boneless', 'chicken', 'breast', 'meat', 'cubed', 'oil', 'bell', 'pepper', 'carrot', 'strips', 'clove', 'garlic', 'cornstarch', 'sodium', 'soy', 'sauce', 'chunks', 'juice', 'vinegar', 'brown', 'sugar', 'ginger']"
765,"['butter', 'ham', 'onions', 'pineapple', 'chunks', '⅓', 'juice', 'cider', 'vinegar', 'sugar', 'mustard', 'cornstarch']"
766,"['wine', 'fluid', 'soda', 'brandy', 'peach', 'schnapps', 'peaches', 'package', 'strawberries', 'pineapple', 'chunks', 'container', 'raspberries']"
767,"['eggs', 'butter', 'sugar', 'pineapple', 'juice', 'vanilla', 'extract', 'flour', 'powder', 'soda', 'salt', 'walnuts']"
768,"['pineapple', 'juice', 'jar', 'maraschino', 'cherries', 'brown', 'sugar']"
769,"['pork', 'tenderloin', 'silver', 'skin', 'salt', 'pepper', 'ketchup', 'rice', 'vinegar', 'chunks', 'juice', 'sugar', 'cloves', 'chili', 'sauce', 'soy', 'flakes', 'oil', 'butter', 'onion', 'part', 'tops']"
770,"['water', 'gelatin', 'mix', 'cranberry', 'sauce', 'pineapple', 'pecans']"
771,"['chunks', 'flour', 'sugar', 'cheese', 'pineapple', 'buttery', 'round', 'crackers', 'butter']"
772,"['package', 'orzo', 'pasta', 'oranges', 'juice', 'chunks', 'pineapple', 'jar', 'maraschino', 'cherries', 'sugar', 'eggs', 'flour', 'container']"
773,"['sauce', 'sugar', 'sesame', 'oil', 'ginger', 'powder', 'skinless', 'boneless', 'chicken', 'breast', 'cut', 'inch', 'pieces', 'chunks', 'skewers']"
774,"['chunks', 'onion', 'chipotle', 'peppers', 'adobo', 'sauce', 'guajillo', 'chiles', 'chile', 'pepper', 'cloves', 'oregano', 'orange', 'juice', 'vinegar', 'powder', 'salt', 'cumin', 'lime', 'zest', 'boneless', 'pork', 'loin']"
775,"['butter', 'ketchup', 'brown', 'sugar', 'cornstarch', 'vinegar', 'salt', 'soy', 'sauce', 'pineapple', 'pieces', 'breasts', 'thighs', 'wings', 'drumsticks']"
776,"['sauce', 'oil', 'clove', 'garlic', 'pepper', 'flakes', 'salt', 'boneless', 'pork', 'loin', 'inch', 'cubes', 'beef', 'broth', 'cornstarch', 'brown', 'sugar', 'cloves', 'ginger', 'portobello', 'mushrooms', 'quarters', 'onion', 'wedges', 'cherry', 'tomatoes', 'chunks', 'pineapple']"
777,['pineapple']
778,"['cloves', 'chiles', 'beans', 'inch', 'pieces', 'papaya', 'strips', 'tomato', 'sauce', 'juice', 'palm', 'sugar', 'peanuts']"
779,"['bell', 'pepper', 'onion', 'cilantro', 'vinegar', 'salt']"
780,"['fluid', 'milk', 'papaya', 'sugar', 'vanilla', 'extract', 'cinnamon', 'tray', 'ice', 'cubes']"
781,"['banana', 'strawberries', 'milk', 'sugar', 'ice', 'cubes']"
782,"['papaya', 'onion', 'bell', 'pepper', 'cilantro', 'juice', 'clove', 'garlic', 'chile', 'paste', 'tuna', 'steaks', 'oil', 'salt', 'eggs', 'macadamia', 'nuts']"
783,"['ripe', 'papayas', 'flour', 'seeds', 'baking', 'soda', 'salt', '¼', 'sugar', 'butter', 'eggs', 'buttermilk', 'guava', 'juice', 'vanilla', 'extract']"
784,"['papaya', 'plum', 'tomatoes', 'onion', 'bell', 'pepper', 'basil', 'leaves', 'sugar', 'wine', 'vinegar', 'oil', 'powder', 'stalks', 'onions', 'inch', 'baguette', 'pieces']"
785,"['cubes', 'lengthwise', 'bananas']"
786,"['mango', 'papaya', 'orange', 'juice', 'lime', 'sugar', 'zest', 'water']"
787,"['peanuts', 'chiles', 'cloves', 'shrimp', 'sugar', 'limes', 'sauce', 'papaya', 'cherry', 'tomatoes', 'beans', 'pieces', 'carrot', 'salt', 'pepper']"
788,"['plain', 'yogurt', 'walnuts', 'raisins', 'strawberries', 'papayas', 'lengthwise', 'honey']"
789,"['lime', 'juice', 'honey', 'zest', 'vinegar', 'brown', 'sugar', 'mangos', 'papaya']"
790,"['cilantro', 'cloves', 'limes', 'oil', 'brown', 'sugar', 'chili', 'powder', 'salt']"
791,"['skinless', 'boneless', 'chicken', 'breast', 'halves', 'papaya', 'cinnamon', 'margarine', 'buttery', 'round', 'crackers', 'basmati', 'rice', 'water', 'orange', 'juice', 'pineapple', 'brown', 'sugar', 'cayenne', 'pepper', 'salt']"
792,"['papaya', 'vinegar', 'butter', 'almonds', 'brown', 'sugar', 'head', 'romaine', 'lettuce', 'pieces', 'salt']"
793,"['tomato', 'beans', 'inch', 'pieces', 'cucumber', 'cubes', 'papaya', 'cloves', 'chile', 'lemon', 'limes', 'sauce', 'sugar', 'peanuts', 'cilantro']"
794,"['clove', 'garlic', 'papaya', 'water', 'wine', 'honey', 'tomato', 'paste', 'pork', 'spareribs']"
795,"['milk', 'sugar', 'vanilla', 'yogurt', 'cream', 'cheese', 'ice']"
796,"['slice', 'watermelon', 'blueberries', 'papaya']"
797,"['slices', 'bacon', 'eggs', 'head', 'iceberg', 'lettuce', 'meat', 'tomatoes', 'blue', 'cheese', 'onions', 'salad']"
798,"['oil', 'eggs', 'salt', 'pepper', 'butter', 'slices', 'bread', 'cheese', 'ripe', 'avocado']"
799,"['cilantro', 'salsa', 'juice', 'salt', 'pepper', 'container', 'cream', 'package', 'mix', 'beans', 'roma', 'plum', 'tomatoes', 'bunch', 'onions', 'blend', 'olives']"
800,"['milk', 'ripe', 'avocado', 'vanilla', 'yogurt', 'honey', 'ice', 'cubes']"
801,"['water', 'rice', 'vinegar', 'sugar', 'salt', 'sheets', 'imitation', 'crabmeat', 'cucumber', 'strips', 'ginger']"
802,"['onion', 'bell', 'pepper', 'ripe', 'tomato', 'cilantro', 'lime', 'salt']"
803,"['cocoa', 'powder', 'brown', 'sugar', 'coconut', 'milk', 'vanilla', 'extract', 'cinnamon']"
804,"['avocados', 'tomatoes', 'onion', 'cilantro', 'juice', 'jalapeno', 'pepper']"
805,"['skinless', 'boneless', 'chicken', 'breast', 'halves', 'mix', 'oil', 'onions', 'celery', 'cumin', 'pepper', 'broth', 'water', 'tomatoes', 'cilantro']"
806,"['pecans', 'sugar']"
807,"['banana', 'avocado', 'spinach', '%', 'milk', 'ice', 'cubes', 'honey', 'vanilla', 'extract']"
808,"['eggs', 'avocado', 'chives', 'parsley', 'sea', 'salt', 'pepper', 'slices', 'bacon']"
809,"['water', 'rice', 'vinegar', 'salt', 'sheets', 'seaweed', 'cucumber', 'strips']"
810,"['flour', 'water', 'oil', 'egg', 'salt']"
811,"['shrimp', 'onion', 'cilantro', 'tomato', 'clam', 'juice', 'cocktail', 'ketchup', 'lime', 'pepper', 'sauce', 'salt', 'ripe']"
812,"['milk', 'ripe', 'avocado', 'banana', 'chunks', 'honey']"
813,"['chiles', 'ripe', 'peel', 'leaves', 'lime', 'salt']"
814,"['lime', 'onion', 'habanero', 'pepper', 'cilantro', 'salt']"
815,"['cubes', 'ice', 'sugar', '⅓', 'milk', 'lemon', 'lime', 'juice', 'scoop', 'vanilla', 'cream']"
816,"['beans', 'corn', 'roma', 'plum', 'tomatoes', 'bell', 'pepper', 'jalapeno', 'cilantro', 'onion', 'lime', 'juice', 'wine', 'vinegar', 'salt', 'avocados']"
817,"['pine', 'nuts', 'spinach', 'cherry', 'tomatoes', 'chicken', 'corn', 'kernels', 'goat', 'cheese']"
818,"['avocados', 'lemon', 'onion', 'salt', 'oil']"
819,"['flour', 'soda', 'powder', 'salt', 'cinnamon', 'allspice', 'butter', '⅞', 'sugar', 'eggs', 'avocado', 'buttermilk', 'pecans', 'raisins', 'orange', 'zest']"
820,"['avocados', 'chicken', 'breasts', 'cream', 'cheese', 'tomatoes', 'salt', 'pepper', 'cayenne']"
821,"['beans', 'beef', 'package', 'mix', 'oil', 'inch', 'corn', 'tortillas', 'cheese', 'cream', 'roma', 'plum', 'tomatoes', 'onion', 'chiles', 'avocado', 'olives']"
822,"['beef', 'sirloin', 'slices', 'salt', 'pepper', 'lime', 'jalapeno', 'peppers', 'oil', 'inch', 'corn', 'tortillas', 'onion', 'tomatoes', 'bunch', 'cilantro', 'lemon']"
823,"['rice', 'wine', 'vinegar', 'sheets', 'seaweed', 'cucumber', 'salmon', 'strips', 'paste']"
824,"['eggs', 'slices', 'bacon', 'mayonnaise', 'juice', 'clove', 'garlic', 'cayenne', 'pepper', 'sea', 'salt', 'jalapeno', 'sauce']"
825,"['chicken', 'stock', 'legs', 'drumsticks', 'thighs', 'carrots', 'onion', 'stalks', 'celery', 'cilantro', 'clove', 'garlic', 'mint', 'salt', 'pepper', 'rice', 'avocado', 'serrano', 'peppers', 'limes']"
826,"['leaves', 'cherry', 'tomatoes', 'pine', 'nuts', 'oil', 'rice', 'vinegar', 'salt', 'taste', 'pepper', 'cheese']"
827,"['rice', 'water', 'vinegar', 'sugar', 'imitation', 'crabmeat', 'mayonnaise', 'sheets', 'seaweed', 'seeds', 'cucumber', 'spears', 'way']"
828,"['lime', 'juice', 'roma', 'plum', 'tomatoes', 'onion', 'cilantro', 'sauce', 'ketchup', 'pepper', 'salt', 'saltine', 'crackers']"
829,"['slices', 'bread', 'avocado', 'parsley', 'oil', 'lemon', 'salt', 'pepper', 'onion', 'powder']"
830,"['inch', 'corn', 'tortillas', 'mozzarella', 'cheese', 'olives', 'pepper', 'sauce']"
831,"['butter', 'eggs', 'slices', 'bread', 'ripe', 'avocado', 'lemon', 'juice', 'cayenne', 'pepper', 'sea', 'salt', 'taste']"
832,"['quinoa', '⅓', 'water', 'bunch', 'kale', 'pieces', 'cucumber', 'bell', 'pepper', 'onion', 'cheese']"
833,"['slices', 'wheat', 'bread', 'mayonnaise', 'mustard', 'breast', 'guacamole', 'salad', 'greens', 'bean', 'sprouts', 'cheese', 'tomato']"
834,"['oil', 'pepper', 'chili', 'powder', 'avocados']"
835,"['beef', 'package', 'mix', 'head', 'iceberg', 'lettuce', 'onion', 'bunch', 'onions', 'beans', 'tomatoes', 'cheese', 'corn', 'chips', 'bottle', 'salad']"
836,"['oil', 'package', 'pepper', 'onion', 'stir', 'mix', 'cloves', 'cumin', 'tomatoes', 'chile', 'peppers', 'broth', 'salt', 'kernel', 'corn', 'chips', 'cheese']"
837,"['cheese', 'beef', 'package', 'mix', 'salt', 'pepper', 'avocado', 'lettuce', 'tomatoes']"
838,"['ripe', 'avocado', 'mayonnaise', 'ciabatta', 'rolls', 'oil', 'slices', 'provolone', 'cheese', 'spinach', 'turkey', 'breast', 'peppers', 'strips']"
839,"['ears', 'corn', 'husks', 'silks', 'onion', 'bell', 'pepper', 'cumin', 'flakes', 'cilantro', 'wine', 'vinegar', 'oil', 'lime', 'juice', 'salt']"
840,"['walnuts', 'bunch', 'spinach', 'pieces', 'cranberries', 'cheese', 'tomatoes', 'onion', 'raspberry', 'jam', 'seeds', 'wine', 'vinegar', 'walnut', 'oil', 'pepper', 'taste', 'salt']"
841,"['butter', 'lemons', 'heads', 'tomatoes', 'stalks', 'celery', 'cucumber', 'carrots', 'vinaigrette', 'salad']"
842,"['inch', 'corn', 'tortillas', 'oil', 'onion', 'cloves', 'jalapeno', 'peppers', 'boneless', 'chicken', 'breast', 'cut', 'strips', 'broth', 'lime', 'juice', 'tomato', 'salt', 'pepper', 'cilantro']"
843,"['slices', 'grain', 'bread', 'avocado', 'cilantro', 'lemon', 'juice', 'zest', 'cayenne', 'pepper', 'sea', 'salt', 'chia', 'seeds']"
844,"['salsa', 'cheese', 'corn', 'chips', 'cream']"
845,"['cream', 'cheese', 'salsa', 'salt', 'pepper', 'garlic', 'onion', 'powder']"
846,"['avocado', 'plain', 'yogurt', 'oil', 'juice', 'cloves', 'sea', 'salt', 'pepper', 'sauce']"
847,"['eggs', 'onion', 'pickles', 'mustard', 'mayonnaise', 'salt', 'pepper']"
848,"['sashimi', 'grade', 'tuna', 'steak', 'cucumber', 'onion', 'pepper', 'flakes', 'seeds', 'juice', 'oil', 'soy', 'sauce']"
849,"['onions', 'cilantro', 'salt', 'pepper', 'garlic', 'lime']"
850,"['skirt', 'steak', 'chicken', 'thighs', 'seasoning', 'powder', 'beans', 'salt', 'taste', 'pepper', 'corn', 'oil', 'tortillas', 'bell', 'onion', 'bunch', 'cilantro', 'package', 'cheese', 'cream', 'tomatoes', 'jalapeno', 'peppers']"
851,"['ripe', 'tomatoes', 'pieces', 'bunch', 'cilantro', 'bell', 'pepper', 'jalapeno', 'peppers', 'onions', 'sweet', 'onion', 'avocados', 'lime', 'salt']"
852,"['avocado', 'milk', 'sugar', 'vanilla', 'extract']"
853,"['oil', 'eggs', 'beaten', 'beans', 'avocado', 'salsa', 'salt', 'pepper']"
854,"['avocados', 'cloves', 'lime', 'onions', 'cilantro', 'tarragon', 'butter', 'cream', 'salt']"
855,"['tomatillos', 'husks', 'jalapeno', 'peppers', 'bunch', 'cilantro', 'avocados', 'powder', 'salt']"
856,"['pork', 'tenderloin', 'butter', 'salt', 'pepper', 'thyme', 'powder', 'jar', 'apricot', 'preserves', 'honey', 'dry', 'sherry']"
857,"['flour', 'salt', 'shortening', 'water', 'sugar', 'cinnamon', 'lemon', 'juice', 'apricots']"
858,"['cut', 'ham', 'brown', 'sugar', 'apricot', 'jam', 'mustard', 'powder']"
859,"['water', 'sugar', 'cornstarch', 'cinnamon', 'apricots', 'butter']"
860,"['apricot', 'preserves', 'fruity', 'wine', 'ginger', 'salt', 'pepper', 'oil', 'boneless', 'pork', 'chops', 'inch', 'thick']"
861,"['apricots', 'water', 'vanilla', 'extract', 'package', 'fruit', 'pectin', 'sugar', 'lemon', 'juice']"
862,"['skinless', 'boneless', 'chicken', 'thighs', 'onions', 'carrots', 'raisins', 'apricots', 'paste', 'juice', 'flour', 'salt', 'cumin', 'ginger', 'cinnamon', 'paprika', 'pepper', 'water', 'butter']"
863,"['head', 'garlic', 'oil', 'onion', 'preserves', 'vinegar', 'ginger', 'cayenne', 'pepper', 'salt']"
864,"['butter', 'sugar', 'package', 'cream', 'cheese', 'eggs', 'juice', 'flour', 'powder', 'apricot', 'preserves', 'confectioners', 'decoration']"
865,"['oil', 'carrots', 'celery', 'stalk', 'onion', 'cloves', 'roast', 'cubes', 'salt', 'turmeric', 'powder', 'pepper', 'cinnamon', 'ginger', 'cumin', 'coriander', 'allspice', 'paste', 'beef', 'broth', 'molasses', 'bay', 'leaves', 'lentils', 'apricots', 'lemon']"
866,"['apricots', '¾', 'water', 'cornstarch', 'orange', 'liqueur', 'sugar', 'recipe', 'pastry', 'inch', 'pie']"
867,"['oil', 'chicken', 'thighs', 'onion', 'cloves', 'cinnamon', 'cumin', 'turmeric', 'pepper', 'flakes', 'saffron', 'tomatoes', 'broth', 'apricots', 'salt', 'mint']"
868,"['water', 'cranberries', 'almonds', 'apricots', 'scallions', 'greens', 'cumin', 'salt', 'pepper']"
869,"['cinnamon', 'cumin', 'turmeric', 'coriander', 'ginger', 'mint', 'salt', 'pepper']"
870,"['beef', 'bread', 'crumbs', 'onion', 'egg', 'beaten', 'cloves', 'preserves', 'kosher', 'salt', 'pepper']"
871,"['chicken', 'drumsticks', 'salt', 'pepper', 'oil', 'cloves', 'flakes', 'nectar', 'cornstarch', 'water', 'curry', 'powder', 'apricots', 'onion', 'bell', 'carrots', 'chile', 'chestnuts']"
872,"['lemon', 'juice', 'apricots', 'sugar']"
873,"['halves', 'sugar', 'flour', 'butter', 'oats']"
874,"['oil', 'onion', 'cloves', 'apricots', 'lentils', 'stock', 'roma', 'plum', 'cumin', 'thyme', 'salt', 'taste', 'pepper', 'lemon', 'juice']"
875,"['almonds', '¼', 'seeds', 'coconut', 'apricots', 'oil', 'honey', 'cinnamon', 'vanilla', 'extract', 'salt']"
876,"['boneless', 'pork', 'chops', 'salt', 'pepper', 'oil', 'honey', 'apricots', 'wedges', 'cloves', 'parsley']"
877,"['butter', 'sugar', 'flour', 'powder', 'salt', 'egg', 'vanilla', 'extract', 'apricot', 'preserves', 'confectioners', 'decoration']"
878,"['package', 'cake', 'mix', 'eggs', 'cream', 'halves', 'butter', 'almonds', 'cheese', 'milk', 'confectioners', 'sugar', 'water']"
879,"['apricots', 'boiling', 'water', 'flour', 'sugar', 'baking', 'soda', 'salt', 'butter', 'oil', 'buttermilk', 'egg']"
880,"['pork', 'chops', 'package', 'onion', 'soup', 'mix', 'dressing', 'apricot', 'preserves']"
881,"['apricot', 'jam', 'honey', 'mustard', 'marmalade']"
882,"['flour', 'soda', 'salt', 'cream', 'rum', 'extract', 'orange', 'almond', 'lemon', 'vanilla', 'apricot', 'brandy', 'butter', 'sugar', 'eggs']"
883,"['leg', 'lamb', 'cubes', 'coriander', 'cumin', 'sweet', 'cayenne', 'pepper', 'cardamom', 'turmeric', 'oil', 'onion', 'cloves', 'ginger', 'root', 'inch', 'cinnamon', 'sticks', 'chicken', 'stock', 'apricots', 'orange', 'peel', 'strips', 'honey', 'cilantro', 'pine', 'nuts']"
884,"['package', 'cake', 'mix', 'eggs', 'oil', 'apricot', 'nectar', 'water', 'confectioners', 'sugar', 'juice']"
885,"['apricots', 'lemon', 'juice', '¾', 'sugar', 'butter', 'package', 'fruit', 'pectin']"
886,"['pork', 'ribs', 'jar', 'apricot', 'preserves', 'soy', 'sauce', 'sugar', 'powder', 'aluminum', 'foil', 'salt', 'pepper']"
887,"['eggs', 'ripe', 'banana', 'quick-cooking', 'oats', 'sunflower', 'seeds', 'cinnamon', 'milk', 'powder', 'dates', 'raisins', 'walnuts', 'apricots', 'germ', 'pure', 'maple', 'syrup', 'pastry', 'flour']"
